Store Number,Delivery.Schedule
3167,MoFr
3169,MoWe
3170,MoWe
3171,MoTh
3172,MoTh
3173,MoTh
3175,Mo
3177,We
3179,WeFr
3180,TuFr
3182,MoTh
3183,TuFr
3184,TuFr
3185,TuFr
3186,Tu
3188,MoTh
3191,TuFr
3192,Fr
3197,Mo
3198,MoTh
3199,Tu
3202,MoWeTh
3205,MoTh
3206,TuFr
3207,TuSa
3208,WeFr
3209,Th
3210,TuFr
3213,MoTh
3214,MoFr
3215,WeFr
3216,MoWeFr
3217,TuFr
3218,MoTh
3219,MoTh
3220,TuFr
3221,TuFr
3222,MoTh
3224,WeFr
3225,TuTh
3226,TuFr
3227,Mo
3229,We
3230,MoFr
3232,TuFr
3233,MoFr
3234,MoTh
3235,MoFr
3237,MoTh
3238,Fr
3239,TuFr
3241,TuSa
3245,TuFr
3250,MoTh
3251,TuFr
3254,WeFr
3255,TuFr
3258,Fr
3259,MoFr
3260,TuTh
3261,TuFr
3262,TuFr
3265,MoTh
3267,MoTh
3268,TuFr
3269,Th
3270,TuFr
3271,TuFr
3273,MoTh
3274,TuFr
3275,MoTh
3276,WeFr
3277,TuFr
3278,MoTh
3279,TuFr
3280,MoWe
3283,MoWe
3284,MoTh
3285,We
3286,TuFr
3287,Fr
3289,MoTh
3290,MoTh
3293,MoTh
3294,Fr
3296,TuTh
3297,TuFr
3298,TuFr
3299,TuFr
3300,TuFr
3302,TuFr
3303,MoTh
3304,Mo
3305,Tu
3306,TuFr
3307,Sa
3308,Sa
3309,Sa
3310,MoSa
3311,Fr
3313,WeTh
3315,TuFr
3317,MoTh
3320,MoTh
3322,Fr
3328,MoFr
3329,TuFr
3330,TuFr
3331,MoTh
3332,Fr
3334,TuFr
3336,TuFr
3340,MoTh
3341,MoTh
3342,MoFr
3344,MoFr
3347,Sa
3348,TuFr
3349,Sa
3350,TuFr
3351,TuFr
3352,MoTh
3354,Tu
3355,Tu
3356,Tu
3357,We
3360,WeSa
3362,MoTh
3363,Fr
3366,We
3367,TuFr
3370,TuThFr
3371,MoTh
3377,Tu
3379,We
3380,TuFr
3381,MoTh
3382,TuTh
3383,TuFr
3384,Fr
3386,Fr
3387,TuThFrSa
3388,Tu
3389,MoTh
3390,MoTh
3391,TuFr
3392,Fr
3394,Tu
3395,WeFr
3397,Th
3400,Fr
3401,MoTh
3403,MoTh
3406,We
3408,TuFr
3415,TuSa
3417,Sa
3418,Mo
3419,TuFr
3420,Fr
3424,MoFr
3425,WeFr
3427,TuFr
3428,WeFr
3430,TuFr
3431,TuFr
3432,MoTh
3433,TuFr
3434,Fr
3435,MoFr
3436,TuFr
3439,TuFr
3441,TuTh
3445,MoTh
3447,TuFr
3451,TuFr
3453,We
3454,Th
3457,TuFr
3459,MoTh
3460,Sa
3461,MoTh
3463,Tu
3464,TuFr
3465,ThSa
3471,TuFr
3472,Fr
3473,TuTh
3474,TuThSa
3476,TuFr
3477,WeFr
3478,Fr
3479,Fr
3480,MoFr
3482,TuFr
3483,WeFr
3484,Fr
3485,TuFr
3486,TuFr
3487,Fr
3488,MoTh
3492,Tu
3493,TuTh
3494,MoWe
3495,TuFr
3497,Th
3499,WeFr
3502,MoTh
3503,TuFr
3505,MoFr
3506,MoTh
3508,MoTh
3509,MoFr
3511,TuFr
3512,Mo
3513,Fr
3515,TuFr
3516,WeFr
3517,Mo
3518,MoTh
3522,TuFr
3523,TuFr
3524,MoTh
3525,TuFr
3526,MoSa
3527,TuSa
3528,TuFr
3529,Fr
3530,MoTh
3531,TuFr
3533,Th
3534,Th
3535,Fr
3537,MoTh
3538,Fr
3542,TuFr
3549,Sa
3566,Mo
3567,TuFr
3568,TuFr
3569,MoTh
3570,TuFr
3571,MoTh
3572,TuTh
3573,MoTh
3574,Th
3579,TuFr
3580,MoTh
3581,TuFr
3582,We
3583,Fr
3587,TuFr
3588,MoTh
3589,TuFr
3590,TuTh
3591,TuFr
3593,TuFr
3594,TuFr
3595,TuTh
3596,MoTh
3597,TuTh
3599,Fr
3600,Tu
3601,MoFr
3602,TuFr
3604,MoTh
3607,TuFr
3608,MoTh
3609,MoFr
3610,TuFr
3612,TuFr
3614,Mo
3615,TuFr
3616,MoTh
3617,MoTh
3620,MoTh
3621,Th
3622,Tu
3623,TuFr
3624,Th
3625,TuFr
3626,MoTh
3627,TuTh
3628,Fr
3630,TuFr
3631,TuFr
3632,Fr
3635,Fr
3637,Fr
3638,Tu
3640,Fr
3641,MoTh
3643,TuFr
3644,MoFr
3645,TuFr
3648,Th
3650,Th
3652,TuFr
3656,TuFr
3659,TuFr
3660,TuFr
3661,TuFrSa
3700,TuFr
3701,TuTh
3702,Sa
3703,MoTh
3705,Tu
3709,MoTh
3717,MoTh
3722,MoTh
3723,We
3724,Fr
3725,MoTh
3726,WeFr
3727,TuFr
3728,TuFr
3729,WeFr
3730,TuFr
3731,Tu
3732,TuFr
3733,MoTh
3734,Tu
3739,Sa
3742,TuFr
3743,TuFr
3745,ThFr
3747,Tu
3748,MoTh
3750,Fr
3751,TuFr
3752,TuFr
3757,TuFr
3760,TuFr
3761,Fr
3762,TuTh
3763,Tu
3764,Tu
3765,MoTh
3768,TuTh
3770,MoWe
3771,TuFr
3773,TuFr
3775,Tu
3777,TuFr
3778,MoTh
3779,ThFr
3781,MoTh
3782,MoWeFr
3783,MoTh
3784,We
3785,MoFr
3786,TuFr
3788,TuTh
3789,MoFr
3790,Fr
3794,TuFr
3799,WeSa
3801,MoTh
3805,Mo
3806,Tu
3807,TuFr
3809,Tu
3811,TuFr
3812,MoTh
3822,We
3826,MoTh
3827,MoTh
3828,TuFr
3829,TuFr
3831,MoFr
3833,TuFr
3835,Tu
3841,Fr
3842,TuFr
3844,TuFr
3845,WeSa
3846,MoTh
3847,TuFr
3848,TuFr
3850,MoTh
3852,TuFr
3853,WeFr
3856,Tu
3857,MoTh
3858,TuSa
3861,TuFr
3862,MoTuSa
3864,MoWeFr
3872,Fr
3874,Tu
3876,WeFr
3877,WeFr
3879,MoFr
3883,MoFr
3884,Fr
3886,MoTh
3891,MoWeFr
3893,MoFr
3894,TuFr
3897,Fr
4046,MoWe
4048,Tu
4053,Tu
4057,MoTuFr
4064,MoFr
4103,TuFr
4105,Sa
4114,Fr
4126,MoTh
4127,Th
4129,MoTh
4131,TuFr
4134,TuFr
4137,TuFr
4138,MoTh
4140,We
4141,TuFr
4143,MoTh
4144,TuFr
4145,MoTh
4147,We
4149,TuFr
4157,Tu
4159,TuFr
4160,Sa
4161,TuFr
4164,MoTh
4167,TuFr
4169,We
4171,TuFr
4173,Th
4176,MoTh
4178,TuFr
4180,Sa
4183,MoTh
4188,Mo
4189,TuFr
4191,Mo
4194,TuFr
4195,TuFr
4196,We
4198,MoTh
4206,Fr
4208,We
4209,TuFr
4210,MoTuFr
4215,Tu
4217,We
4218,WeSa
4219,TuFr
4221,Fr
4223,TuFr
4224,TuFr
4226,TuFr
4228,Tu
4230,TuTh
4231,TuTh
4233,TuFr
4234,We
4235,MoFr
4237,TuFr
4239,WeFr
4241,TuFr
4243,TuTh
4244,WeTh
4246,We
4249,TuFr
4250,TuTh
4251,TuWeFr
4252,TuFr
4253,TuFr
4254,TuWeThFr
4255,MoTh
4256,TuFr
4257,TuFr
4258,Fr
4259,We
4262,Sa
4264,WeFr
4274,MoTh
4277,MoFr
4278,MoTh
4279,Fr
4282,Fr
4283,TuFr
4284,We
4285,TuFr
4288,Th
4293,WeSa
4295,TuFr
4296,MoTh
4298,Th
4299,Th
4303,ThFr
4306,TuFr
4309,TuFr
4318,TuFr
4321,MoWe
4322,Mo
4323,MoFr
4324,WeSa
4325,TuFr
4332,TuSa
4333,TuFr
4334,Tu
4335,We
4336,Th
4337,TuFr
4340,WeSa
4341,TuFr
4342,MoTh
4350,MoTh
4353,Tu
4354,TuFr
4356,Tu
4357,TuFr
4358,MoTh
4359,MoTh
4360,Mo
4367,Fr
4368,Sa
4369,Fr
4370,MoFr
4372,Mo
4378,MoFr
4379,MoTh
4380,We
4383,TuFr
4399,TuFr
4405,We
4407,TuFr
4409,MoWe
4412,Sa
4413,TuFr
4414,TuFr
4415,TuThSa
4416,MoTh
4417,MoTh
4420,MoTh
4424,TuTh
4425,Tu
4427,Sa
4428,TuFr
4430,TuFr
4438,TuFr
4439,Fr
4440,Tu
4444,TuFr
4445,Fr
4446,TuFr
4450,We
4451,WeSa
4452,WeFr
4458,TuTh
4459,WeFr
4460,TuTh
4472,TuFr
4473,WeFr
4474,Fr
4475,TuFr
4476,TuFr
4477,TuFr
4479,MoTh
4482,MoTh
4483,TuFr
4487,MoTh
4498,WeSa
4499,TuTh
4508,MoTh
4509,MoTh
4511,TuSa
4514,TuFr
4520,Sa
4523,Fr
4524,MoTh
4531,MoFr
4533,TuFr
4538,MoTh
4540,MoTh
4543,TuFr
4554,TuFr
4556,TuFr
4558,Tu
4564,TuTh
4567,MoWe
4570,MoTh
4574,Tu
4580,MoTh
4581,MoTh
4583,TuFr
4584,MoTh
4588,TuFr
4593,TuFr
4594,Mo
4599,MoWe
4600,TuFr
4601,TuFr
4603,WeFr
4606,MoTh
4607,MoTh
4609,TuFr
4611,TuFr
4615,TuFr
4616,TuFr
4617,TuSa
4623,TuFr
4631,Tu
4635,MoTh
4636,WeFr
4637,MoTh
4638,MoTh
4639,Th
4657,Fr
4659,Fr
4660,TuFr
4664,TuFr
4667,TuSa
4677,Fr
4678,We
4679,TuFr
4681,Tu
4682,TuFr
4683,MoTh
4689,We
4700,Tu
4706,TuFr
4747,Th
4757,Fr
4759,TuFr
4849,WeFr
4865,MoTh
5002,Th
5005,Sa
5007,MoTh
5013,MoTh
5014,Tu
5021,MoWe
5022,Fr
5027,MoTh
5028,Fr
5029,MoTh
5030,MoTh
5031,TuFr
5033,We
5034,Fr
5035,Sa
5036,Tu
5037,Sa
5038,TuTh
5041,TuFr
5043,MoTh
5044,TuFr
5045,Mo
5048,TuFr
5051,We
5054,Sa
5055,Sa
5056,MoTh
5057,TuFr
5058,MoTh
5060,MoTh
5063,MoTh
5064,MoWe
5065,MoTh
5066,We
5070,TuFr
5071,TuFr
5072,WeFr
5073,MoWe
5076,TuFr
5080,TuFr
5082,We
5083,MoWe
5087,Fr
5090,TuFr
5092,MoTh
5093,Fr
5097,TuFr
5098,Fr
5099,TuFr
5100,MoTh
5101,TuFr
5104,TuTh
5105,MoWeFr
5106,Th
5108,Sa
5110,TuFr
5113,TuFr
5115,TuFr
5116,MoTh
5117,MoTh
5118,Tu
5119,MoTh
5122,MoTh
5123,Th
5124,WeFr
5127,TuFr
5132,TuSa
5133,Sa
5134,TuFr
5137,WeFr
5139,MoTh
5144,TuFr
5145,TuFr
5146,TuFr
5147,TuFr
5149,MoTh
5150,TuFr
5151,MoTh
5152,We
5154,TuFr
5155,TuTh
5157,Sa
5159,MoFr
5160,TuFr
5162,Tu
5164,Fr
5165,MoTh
5166,TuTh
5167,TuFr
5170,TuFr
5172,Sa
5173,Tu
5174,MoTh
5175,TuFr
5179,TuFr
5180,MoTh
5181,MoTh
5183,Fr
5184,MoWeThFr
5185,TuFr
5186,WeSa
5190,WeSa
5191,Th
5192,TuFr
5193,WeFr
5195,TuFr
5196,MoTh
5197,TuFr
5199,Mo
5202,TuFr
5203,Fr
5205,MoTh
5206,We
5207,MoTh
5210,Th
5211,TuFr
5216,TuFr
5218,TuSa
5220,MoFr
5221,TuFr
5226,TuFr
5227,WeFr
5231,MoTh
5232,We
5233,TuFr
5234,TuFr
5235,TuFr
5236,Fr
5240,TuFr
5242,MoTh
5244,TuFr
5245,TuFr
5246,TuFr
5247,TuFr
5250,TuSa
5251,Tu
5252,TuFr
5253,MoFr
5254,TuFr
5255,TuFr
5257,WeSa
5258,TuFr
5259,TuFr
5260,Fr
5261,TuTh
5262,TuFr
5263,MoTh
5266,TuSa
5269,Tu
5270,Tu
5272,TuFr
5273,TuFr
5274,WeFr
5275,Th
5276,MoTh
5280,Th
5286,TuFr
5287,TuFr
5288,MoWe
5290,TuFr
5292,TuFr
5293,Fr
5296,Fr
5298,TuFr
5299,MoWeFr
5300,Mo
5301,TuSa
5303,TuTh
5304,TuFr
5305,WeFr
5306,TuFr
5307,TuFr
5308,MoTh
5309,TuFr
5311,TuFr
5312,TuFr
5313,TuThFr
5314,TuFr
5316,MoTh
5317,TuFr
5319,TuFr
5320,MoTh
5321,TuFr
5325,WeSa
5326,Sa
5327,TuFr
5328,TuFr
5330,MoTh
5331,MoTh
5332,MoFr
5335,TuFr
5337,TuFr
5338,TuFr
5341,Tu
5343,WeFr
5348,TuFr
5350,MoWe
5352,Fr
5355,TuFr
5359,MoTh
5361,TuFr
5363,MoFr
5365,Sa
5366,Sa
5368,Tu
5369,WeFr
5370,Tu
5372,Fr
5373,TuFr
5374,MoFr
5376,TuFr
5385,MoTh
5386,Tu
5387,TuFr
5388,TuFr
5389,TuTh
5390,TuFr
5391,Sa
5392,MoWe
5394,TuFr
5396,TuFr
5397,Tu
5398,TuTh
5399,WeFr
5402,Th
5403,TuFr
5404,Fr
5406,TuFr
5408,TuFr
5409,We
5410,TuFr
5411,MoTh
5416,TuFr
5417,MoTh
5418,MoTh
5419,TuFr
5420,MoWeFr
5422,MoFr
5423,Tu
5424,MoTh
5425,We
5426,TuFr
5428,WeSa
5429,TuFr
5430,TuFr
5433,TuTh
5434,WeSa
5435,MoTh
5438,WeFr
5440,MoTh
5441,TuTh
5442,MoFr
5443,Fr
5444,MoWeFr
5449,MoTh
5451,Sa
5453,Sa
5455,Fr
5457,Sa
5458,Fr
5460,MoTh
5462,TuFr
5466,MoTh
5471,MoTh
5472,TuFr
5477,WeFr
5478,We
5479,MoTh
5480,MoWe
5481,Mo
5482,Tu
5485,Fr
5486,MoTh
5487,TuFr
5488,MoFr
5489,Th
5491,MoTh
5493,TuFr
5494,TuFr
5497,TuWeFr
5498,MoTuThFr
5499,MoFr
5600,TuTh
5601,TuFr
5602,WeFr
5603,Th
5604,We
5606,TuFr
5608,TuFr
5609,TuFr
5610,Th
5611,TuFr
5612,Sa
5613,TuFr
5614,Th
5615,TuFr
5616,TuFr
5622,TuFr
5623,TuTh
5624,MoTh
5626,WeFr
5627,TuFr
5628,TuFr
5629,MoFr
5632,Tu
5633,TuFr
5634,MoTh
5635,TuFr
5637,WeFr
5638,TuFr
5639,TuFr
5640,TuFr
5641,TuFr
5643,TuFr
5644,TuFr
5645,Fr
5646,Th
5647,TuFr
5653,TuFr
5654,Fr
5657,TuFr
5658,MoTh
5659,MoTh
5661,Th
5663,We
5664,We
5666,WeFr
5667,Th
5668,Th
5669,TuFr
5670,TuFr
5671,TuFr
5672,TuFr
5673,TuFr
5676,TuWe
5678,TuFr
5683,TuFr
5684,We
5685,Th
5687,Fr
5688,Th
5690,WeFr
5691,WeFr
5692,MoWeFr
5693,MoFr
5695,TuFr
5698,TuWe
5701,Fr
5703,Th
5705,Fr
5706,WeFr
5707,TuFr
5709,Tu
5710,WeFr
5722,TuFr
5727,Sa
5728,Fr
5731,MoTh
5732,TuTh
5735,MoTh
5737,TuFr
5738,TuFr
5743,TuTh
5745,TuFr
5747,TuFr
5748,MoTh
5751,TuSa
5753,WeFr
5754,TuFr
5755,TuFr
5758,WeFr
5759,Fr
5760,TuFr
5761,TuFr
5763,We
5764,TuFr
5766,TuFr
5767,Tu
5768,WeSa
5772,TuFr
5779,MoTh
5781,Fr
5783,TuTh
5786,MoTh
5787,TuFr
5797,TuFr
5799,WeFr
5804,Mo
5805,Th
5808,TuFr
5809,MoTh
5810,MoWe
5812,Mo
5813,TuFr
5814,Th
5815,Fr
5817,Sa
5818,Tu
5819,WeSa
5820,Sa
5823,MoTh
5826,TuFr
5831,MoWeFr
5832,TuFr
5835,Sa
5837,Tu
5839,TuFr
5840,MoTh
5841,Th
5842,MoTh
5843,TuFr
5844,MoTh
5845,MoWeFr
5846,MoTh
5847,TuFr
5848,TuFr
5851,TuFr
5853,TuFr
5854,TuFr
5855,Th
5856,Th
5858,WeFr
5860,Tu
5863,Th
5864,TuFr
5869,TuFr
5871,MoFr
5872,Fr
5873,Th
5874,TuFr
5875,WeFr
5876,TuSa
5879,TuFr
5880,Mo
5882,TuSa
5883,TuFr
5884,MoTh
5886,Th
5889,MoTh
5890,TuFr
5893,TuFr
5894,TuFr
5898,MoTh
5899,TuFr
5911,Sa
5912,TuFr
5929,MoTh
5930,TuFr
5931,MoWe
5932,Sa
5935,TuFr
5936,MoTh
5938,WeFr
5939,WeFr
5941,TuFr
5945,TuFr
5947,Sa
5954,Th
5956,TuFr
5957,We
5959,Fr
5960,TuSa
5962,Sa
5963,Fr
5965,Fr
5969,We
5976,TuFr
5977,We
5979,TuFr
5980,MoTh
5981,MoTh
5982,We
5985,Th
5986,Tu
5988,MoTh
5990,Th
5991,Th
5992,We
5993,TuFr
5994,TuFr
5995,TuFr
6078,WeFr
6098,TuFr
6159,Mo
6166,MoWeFr
6167,Th
6170,MoTh
6172,WeFr
6173,TuFr
6177,WeTh
6178,WeFr
6226,Mo
6263,ThFr
6264,Fr
6392,Fr
6394,TuFr
6400,MoTh
6459,TuFr
6470,Tu
6500,MoFr
6548,TuFr
6574,TuFr
6576,Mo
6577,Fr
6578,Fr
6585,MoTu
6586,TuFr
6588,Tu
6589,Sa
6590,MoTh
6798,TuFr
6813,TuFrSa
6814,Fr
6828,TuFr
6849,MoWeFr
6850,MoFr
6851,TuFr
6933,MoWe
6937,Sa
6942,TuFr
6953,TuTh
6960,TuFr
6962,MoWeFr
6968,Fr
6971,Tu
6998,MoFr
7004,Fr
7043,MoTuTh
7062,Tu
7072,Fr
7098,WeFr
7127,Fr
7129,Fr
7146,TuFr
7162,TuFr
7168,Fr
7180,MoTh
7205,Fr
7209,Th
7217,TuTh
7218,TuFr
7222,TuFr
7224,TuFr
7232,Tu
7235,TuFr
7238,Mo
7240,TuTh
7241,MoWeFr
7245,MoFr
7247,WeFr
7249,TuFr
7309,Fr
7315,Fr
7329,Th
7334,TuTh
7342,TuFr
7357,Tu
7361,TuThSa
7362,Tu
